date,area_id,ndvi_mean,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,soil_temperature_0_to_7cm_mean,soil_moisture_0_to_7cm_mean,month,day_of_year,season,week_of_year,ndvi_min_30day,ndvi_max_30day,ndvi_rolling_std,ndvi_same_week_last_year,ndvi_seasonal_avg,season_year,year_num,ndvi_mean_original,ndvi_seasonal_anomaly,ndvi_yoy_change,precip_sum_2week,precip_sum_4week,temp_seasonal_anomaly,ndvi_lag_1w,temp_lag_1w,precip_lag_1w,ndvi_lag_2w,temp_lag_2w,precip_lag_2w,ndvi_lag_4w,temp_lag_4w,precip_lag_4w,ndvi_lag_8w,temp_lag_8w,precip_lag_8w,ndvi_lag_12w,temp_lag_12w,precip_lag_12w,growing_season_start,growing_season_cumulative_precip,ndvi_ma_4w,ndvi_ma_12w,temp_ma_4w,extreme_heat_flag,extreme_cold_flag,heavy_rain_flag,potential_drought,days_since_rain,month_sin,month_cos,week_sin,week_cos,ndvi_is_outlier
2019-01-07,area_30.89N_75.95E,0.2710557286851474,18.959,4.209,11.018226,11.700001,11.700001,0.0,24.0,11.766144,0.2595,1,7,Winter,2,0.2710557286851474,0.2710557286851474,0.0511080232353887,0.2710557286851474,0.2710557286851474,Winter_2019,2019,0.2710557286851474,0.0,0.0,11.700001,11.700001,0.43380057142857,0.22963078839256018,24.6835515,2.5,0.2296091091860078,24.726856,2.6,0.2296091091860078,24.757215,2.6000001,0.2296091091860078,24.917631,2.6000001,0.2296524675991126,25.290846,2.6000001,False,0.0,0.23969104193769492,0.24818672365140493,24.589616749999998,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,0
2019-01-14,area_30.89N_75.95E,0.2710557286851474,18.809,2.9589999,10.62269,5.9,5.9,0.0,11.0,11.682511,0.2770238,1,14,Winter,3,0.2710557286851474,0.2710557286851474,6.125796255459221e-05,0.2710557286851474,0.2710557286851474,Winter_2019,2019,0.2710557286851474,0.0,0.0,17.600001,17.600001,0.6818024999999999,0.2710557286851474,11.018226,11.700001,0.2296091091860078,24.726856,2.6,0.2296091091860078,24.757215,2.6000001,0.2296091091860078,24.917631,2.6000001,0.2296524675991126,25.290846,2.6000001,False,0.0,0.23969104193769492,0.24818672365140493,24.589616749999998,0,1,0,0,0,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,0
2019-01-21,area_30.89N_75.95E,0.2514958315281019,20.709,3.2089999,11.608405,39.699997,39.699997,0.0,36.0,11.814952,0.2761607,1,21,Winter,4,0.2514958315281019,0.2710557286851474,0.0112929118889416,0.2514958315281019,0.2514958315281019,Winter_2019,2019,0.2514958315281019,0.0,0.0,45.599997,57.299998,0.5714712142857135,0.2710557286851474,10.62269,5.9,0.2710557286851474,11.018226,11.700001,0.2296091091860078,24.757215,2.6000001,0.2296091091860078,24.917631,2.6000001,0.2296524675991126,25.290846,2.6000001,False,0.0,0.23969104193769492,0.24818672365140493,24.589616749999998,0,1,0,0,0,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0
2019-01-28,area_30.89N_75.95E,0.367818957313988,16.809,2.5089998,9.26525,1.0,1.0,0.0,6.0,10.957809,0.32402974,1,28,Winter,5,0.2514958315281019,0.367818957313988,0.0524583116829783,0.367818957313988,0.367818957313988,Winter_2019,2019,0.367818957313988,0.0,0.0,40.699997,58.299998,-1.7789544285714296,0.2514958315281019,11.608405,39.699997,0.2710557286851474,10.62269,5.9,0.2296091091860078,24.757215,2.6000001,0.2296091091860078,24.917631,2.6000001,0.2296524675991126,25.290846,2.6000001,False,0.0,0.2903565615530962,0.24818672365140493,10.628642750000001,0,1,0,0,7,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,0
2019-02-04,area_30.89N_75.95E,0.5799702182639636,20.409,5.159,11.800369,8.5,8.5,0.0,23.0,12.005727,0.3020833,2,35,Winter,6,0.2514958315281019,0.5799702182639636,0.1504461486490476,0.5799702182639636,0.5799702182639636,Winter_2019,2019,0.5799702182639636,0.0,0.0,9.5,55.099997,-0.5210465714285721,0.367818957313988,9.26525,1.0,0.2514958315281019,11.608405,39.699997,0.2710557286851474,11.018226,11.700001,0.2296091091860078,24.917631,2.6000001,0.2296524675991126,25.290846,2.6000001,False,0.0,0.3675851839478002,0.24818672365140493,10.8241785,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0
2019-02-11,area_30.89N_75.95E,0.5799702182639636,19.809,4.759,12.372988,36.1,36.1,0.0,29.0,13.1146555,0.36881548,2,42,Winter,7,0.2514958315281019,0.5799702182639636,0.1631303747826997,0.5799702182639636,0.5799702182639636,Winter_2019,2019,0.5799702182639636,0.0,0.0,44.6,85.299997,-0.7062931428571435,0.5799702182639636,11.800369,8.5,0.367818957313988,9.26525,1.0,0.2710557286851474,10.62269,5.9,0.2296091091860078,24.917631,2.6000001,0.2296524675991126,25.290846,2.6000001,False,0.0,0.4448138063425042,0.24818672365140493,11.261753,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0
2019-02-18,area_30.89N_75.95E,0.6139462836054148,21.159,8.809,13.988167,25.699999,25.699999,0.0,49.0,14.536084,0.37917858,2,49,Winter,8,0.367818957313988,0.6139462836054148,0.1128803650717831,0.6139462836054148,0.6139462836054148,Winter_2019,2019,0.6139462836054148,0.0,0.0,61.799999,71.299999,-1.7105869999999983,0.5799702182639636,12.372988,36.1,0.5799702182639636,11.800369,8.5,0.2514958315281019,11.608405,39.699997,0.2296091091860078,24.917631,2.6000001,0.2296524675991126,25.290846,2.6000001,False,0.0,0.5354264193618324,0.24818672365140493,11.856693499999999,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,0
2019-02-25,area_30.89N_75.95E,0.6091966791557648,21.359001,6.559,14.065549,25.8,25.8,0.0,48.0,14.92656,0.37775594,2,56,Winter,9,0.5799702182639636,0.6139462836054148,0.018347744655045,0.6091966791557648,0.6091966791557648,Winter_2019,2019,0.6091966791557648,0.0,0.0,51.499999,96.099999,-2.0752970714285723,0.6139462836054148,13.988167,25.699999,0.5799702182639636,12.372988,36.1,0.367818957313988,9.26525,1.0,0.2296091091860078,24.917631,2.6000001,0.2296524675991126,25.290846,2.6000001,False,0.0,0.5957708498222767,0.24818672365140493,13.056768250000001,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.8854560256532099,0.4647231720437686,0
2019-03-04,area_30.89N_75.95E,0.4590122657641114,20.759,5.3589997,13.189359,11.6,11.6,0.0,28.0,14.393823,0.35772616,3,63,Summer,10,0.4590122657641114,0.6139462836054148,0.0725843486101831,0.4590122657641114,0.4590122657641114,Summer_2019,2019,0.4590122657641114,0.0,0.0,37.4,99.199999,-4.012052166666667,0.6091966791557648,14.065549,25.8,0.6139462836054148,13.988167,25.699999,0.5799702182639636,11.800369,8.5,0.2710557286851474,11.018226,11.700001,0.2296524675991126,25.290846,2.6000001,True,11.6,0.5655313616973137,0.24818672365140493,13.40401575,0,0,0,0,0,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0
2019-03-11,area_30.89N_75.95E,0.6356169762477273,22.909,8.109,15.031024,6.2000003,6.2000003,0.0,9.0,15.649774,0.32316667,3,70,Summer,11,0.4590122657641114,0.6356169762477273,0.0811065869888193,0.6356169762477273,0.6356169762477273,Summer_2019,2019,0.6356169762477273,0.0,0.0,17.8000003,69.2999993,-3.3335306666666664,0.4590122657641114,13.189359,11.6,0.6091966791557648,14.065549,25.8,0.5799702182639636,12.372988,36.1,0.2710557286851474,10.62269,5.9,0.2296524675991126,25.290846,2.6000001,False,17.8000003,0.5794430511932546,0.24818672365140493,14.06852475,0,0,0,0,0,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0
